slide_id,full_path,label,split
normal_036,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_036.tif,0,train
normal_035,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_035.tif,0,train
normal_147,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_147.tif,0,train
normal_006,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_006.tif,0,train
normal_013,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_013.tif,0,train
normal_152,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_152.tif,0,train
normal_020,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_020.tif,0,train
normal_148,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_148.tif,0,train
normal_009,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_009.tif,0,train
normal_026,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_026.tif,0,train
normal_015,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_015.tif,0,train
normal_154,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_154.tif,0,train
normal_029,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_029.tif,0,train
normal_141,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_141.tif,0,train
normal_033,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_033.tif,0,train
normal_158,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_158.tif,0,train
normal_030,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_030.tif,0,train
normal_019,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_019.tif,0,train
normal_003,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_003.tif,0,train
normal_142,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_142.tif,0,train
normal_157,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_157.tif,0,train
normal_016,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_016.tif,0,train
normal_025,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_025.tif,0,train
normal_073,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_073.tif,0,train
normal_091,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_091.tif,0,train
normal_132,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_132.tif,0,train
normal_128,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_128.tif,0,train
normal_040,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_040.tif,0,train
normal_069,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_069.tif,0,train
normal_101,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_101.tif,0,train
normal_114,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_114.tif,0,train
normal_055,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_055.tif,0,train
normal_084,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_084.tif,0,train
normal_127,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_127.tif,0,train
normal_066,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_066.tif,0,train
normal_065,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_065.tif,0,train
normal_087,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_087.tif,0,train
normal_124,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_124.tif,0,train
normal_056,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_056.tif,0,train
normal_117,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_117.tif,0,train
normal_102,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_102.tif,0,train
normal_043,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_043.tif,0,train
normal_088,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_088.tif,0,train
normal_059,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_059.tif,0,train
normal_092,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_092.tif,0,train
normal_131,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_131.tif,0,train
normal_118,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_118.tif,0,train
normal_070,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_070.tif,0,train
normal_137,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_137.tif,0,train
normal_094,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_094.tif,0,train
normal_076,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_076.tif,0,train
normal_104,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_104.tif,0,train
normal_045,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_045.tif,0,train
normal_050,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_050.tif,0,train
normal_138,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_138.tif,0,train
normal_111,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_111.tif,0,train
normal_079,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_079.tif,0,train
normal_063,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_063.tif,0,train
normal_122,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_122.tif,0,train
normal_081,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_081.tif,0,train
normal_121,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_121.tif,0,train
normal_082,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_082.tif,0,train
normal_049,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_049.tif,0,train
normal_060,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_060.tif,0,train
normal_108,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_108.tif,0,train
normal_112,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_112.tif,0,train
normal_098,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_098.tif,0,train
normal_053,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_053.tif,0,train
normal_046,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_046.tif,0,train
normal_107,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_107.tif,0,train
normal_075,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_075.tif,0,train
normal_134,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_134.tif,0,train
normal_097,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_097.tif,0,train
test_035,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_035.tif,0,test
test_006,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_006.tif,0,test
test_020,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_020.tif,0,test
test_009,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_009.tif,0,test
test_013,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_013.tif,1,test
test_039,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_039.tif,0,test
test_010,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_010.tif,1,test
test_023,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_023.tif,0,test
test_036,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_036.tif,0,test
test_005,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_005.tif,0,test
test_003,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_003.tif,0,test
test_030,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_030.tif,1,test
test_019,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_019.tif,0,test
test_025,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_025.tif,0,test
test_016,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_016.tif,1,test
test_015,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_015.tif,0,test
test_026,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_026.tif,1,test
test_033,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_033.tif,1,test
test_029,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_029.tif,1,test
test_056,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_056.tif,0,test
test_117,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_117.tif,1,test
test_065,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_065.tif,1,test
test_087,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_087.tif,0,test
test_124,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_124.tif,0,test
test_092,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_092.tif,1,test
test_059,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_059.tif,0,test
test_118,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_118.tif,0,test
test_070,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_070.tif,0,test
test_102,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_102.tif,1,test
test_088,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_088.tif,0,test
test_043,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_043.tif,0,test
test_128,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_128.tif,0,test
test_040,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_040.tif,1,test
test_069,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_069.tif,1,test
test_101,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_101.tif,0,test
test_073,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_073.tif,1,test
test_091,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_091.tif,0,test
test_084,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_084.tif,1,test
test_127,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_127.tif,0,test
test_066,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_066.tif,1,test
test_114,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_114.tif,1,test
test_055,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_055.tif,0,test
test_112,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_112.tif,0,test
test_053,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_053.tif,0,test
test_098,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_098.tif,0,test
test_121,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_121.tif,1,test
test_082,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_082.tif,1,test
test_060,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_060.tif,0,test
test_108,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_108.tif,1,test
test_075,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_075.tif,1,test
test_097,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_097.tif,1,test
test_046,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_046.tif,1,test
test_107,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_107.tif,0,test
test_104,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_104.tif,1,test
test_045,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_045.tif,0,test
test_094,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_094.tif,1,test
test_076,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_076.tif,0,test
test_063,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_063.tif,0,test
test_122,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_122.tif,1,test
test_081,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_081.tif,0,test
test_050,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_050.tif,0,test
test_111,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_111.tif,0,test
test_079,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_079.tif,1,test
test_095,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_095.tif,0,test
test_077,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_077.tif,0,test
test_105,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_105.tif,1,test
test_044,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_044.tif,0,test
test_051,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_051.tif,1,test
test_078,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_078.tif,0,test
test_110,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_110.tif,1,test
test_062,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_062.tif,0,test
test_080,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_080.tif,0,test
test_123,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_123.tif,0,test
test_048,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_048.tif,1,test
test_083,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_083.tif,0,test
test_120,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_120.tif,0,test
test_109,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_109.tif,0,test
test_061,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_061.tif,1,test
test_113,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_113.tif,1,test
test_052,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_052.tif,1,test
test_099,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_099.tif,1,test
test_047,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_047.tif,0,test
test_106,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_106.tif,0,test
test_074,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_074.tif,1,test
test_096,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_096.tif,0,test
test_072,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_072.tif,0,test
test_090,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_090.tif,1,test
test_041,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_041.tif,0,test
test_129,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_129.tif,0,test
test_100,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_100.tif,0,test
test_068,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_068.tif,1,test
test_115,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_115.tif,0,test
test_054,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_054.tif,0,test
test_126,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_126.tif,0,test
test_085,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_085.tif,0,test
test_067,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_067.tif,0,test
test_064,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_064.tif,1,test
test_125,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_125.tif,0,test
test_086,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_086.tif,0,test
test_057,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_057.tif,0,test
test_116,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_116.tif,1,test
test_103,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_103.tif,0,test
test_089,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_089.tif,0,test
test_042,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_042.tif,0,test
test_130,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_130.tif,0,test
test_093,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_093.tif,0,test
test_058,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_058.tif,0,test
test_071,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_071.tif,1,test
test_119,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_119.tif,0,test
test_027,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_027.tif,1,test
test_014,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_014.tif,0,test
test_028,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_028.tif,0,test
test_001,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_001.tif,1,test
test_032,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_032.tif,0,test
test_031,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_031.tif,0,test
test_018,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_018.tif,0,test
test_002,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_002.tif,1,test
test_017,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_017.tif,0,test
test_024,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_024.tif,0,test
test_022,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_022.tif,0,test
test_038,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_038.tif,1,test
test_011,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_011.tif,1,test
test_004,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_004.tif,1,test
test_037,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_037.tif,0,test
test_034,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_034.tif,0,test
test_007,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_007.tif,0,test
test_012,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_012.tif,0,test
test_021,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_021.tif,1,test
test_008,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_008.tif,1,test
