slide_id,full_path,label
normal_056,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_056.tif,0
normal_083,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_083.tif,0
normal_090,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_090.tif,0
tumor_089,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_089.tif,1
normal_072,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_072.tif,0
tumor_041,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_041.tif,1
normal_055,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_055.tif,0
normal_075,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_075.tif,0
normal_081,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_081.tif,0
normal_098,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_098.tif,0
normal_152,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_152.tif,0
tumor_083,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_083.tif,1
normal_064,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_064.tif,0
normal_010,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_010.tif,0
tumor_002,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_002.tif,1
normal_085,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_085.tif,0
normal_108,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_108.tif,0
normal_118,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_118.tif,0
tumor_051,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_051.tif,1
normal_132,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_132.tif,0
normal_095,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_095.tif,0
normal_133,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_133.tif,0
normal_087,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_087.tif,0
normal_157,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_157.tif,0
normal_021,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_021.tif,0
normal_020,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_020.tif,0
normal_125,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_125.tif,0
normal_038,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_038.tif,0
normal_036,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_036.tif,0
normal_115,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_115.tif,0
tumor_090,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_090.tif,1
tumor_031,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_031.tif,1
tumor_087,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_087.tif,1
tumor_093,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_093.tif,1
tumor_072,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_072.tif,1
normal_109,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_109.tif,0
normal_070,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_070.tif,0
normal_018,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_018.tif,0
normal_149,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_149.tif,0
normal_031,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_031.tif,0
tumor_065,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_065.tif,1
tumor_066,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_066.tif,1
tumor_068,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_068.tif,1
normal_111,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_111.tif,0
tumor_011,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_011.tif,1
normal_058,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_058.tif,0
normal_028,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_028.tif,0
normal_160,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_160.tif,0
tumor_064,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_064.tif,1
normal_113,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_113.tif,0
normal_103,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_103.tif,0
tumor_014,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_014.tif,1
normal_066,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_066.tif,0
normal_050,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_050.tif,0
tumor_045,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_045.tif,1
normal_052,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_052.tif,0
tumor_092,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_092.tif,1
normal_077,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_077.tif,0
tumor_074,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_074.tif,1
tumor_028,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_028.tif,1
normal_049,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_049.tif,0
tumor_015,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_015.tif,1
tumor_037,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_037.tif,1
tumor_058,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_058.tif,1
tumor_043,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_043.tif,1
tumor_018,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_018.tif,1
normal_100,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_100.tif,0
tumor_077,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_077.tif,1
normal_062,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_062.tif,0
normal_034,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_034.tif,0
tumor_008,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_008.tif,1
tumor_105,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_105.tif,1
normal_043,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_043.tif,0
tumor_025,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_025.tif,1
normal_024,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_024.tif,0
normal_141,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_141.tif,0
normal_078,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_078.tif,0
tumor_024,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_024.tif,1
normal_033,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_033.tif,0
normal_117,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_117.tif,0
normal_129,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_129.tif,0
normal_128,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_128.tif,0
normal_003,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_003.tif,0
tumor_110,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_110.tif,1
tumor_010,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_010.tif,1
tumor_026,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_026.tif,1
tumor_003,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_003.tif,1
normal_067,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_067.tif,0
normal_019,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_019.tif,0
normal_142,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_142.tif,0
normal_054,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_054.tif,0
tumor_032,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_032.tif,1
normal_014,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_014.tif,0
tumor_111,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_111.tif,1
tumor_055,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_055.tif,1
normal_131,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_131.tif,0
tumor_054,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_054.tif,1
tumor_034,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_034.tif,1
tumor_081,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_081.tif,1
normal_102,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_102.tif,0
tumor_073,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_073.tif,1
normal_094,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_094.tif,0
tumor_005,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_005.tif,1
tumor_104,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_104.tif,1
normal_059,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_059.tif,0
normal_159,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_159.tif,0
normal_061,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_061.tif,0
normal_048,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_048.tif,0
normal_154,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_154.tif,0
normal_105,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_105.tif,0
normal_040,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_040.tif,0
normal_006,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_006.tif,0
normal_041,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_041.tif,0
normal_134,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_134.tif,0
normal_026,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_026.tif,0
tumor_098,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_098.tif,1
normal_001,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_001.tif,0
tumor_038,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_038.tif,1
tumor_097,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_097.tif,1
tumor_047,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_047.tif,1
tumor_052,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_052.tif,1
tumor_050,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_050.tif,1
tumor_013,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_013.tif,1
tumor_086,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_086.tif,1
normal_016,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_016.tif,0
normal_080,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_080.tif,0
normal_037,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_037.tif,0
tumor_071,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_071.tif,1
normal_053,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_053.tif,0
tumor_061,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_061.tif,1
normal_017,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_017.tif,0
normal_158,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_158.tif,0
tumor_007,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_007.tif,1
normal_035,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_035.tif,0
tumor_048,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_048.tif,1
tumor_094,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_094.tif,1
tumor_053,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_053.tif,1
normal_025,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_025.tif,0
normal_039,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_039.tif,0
normal_084,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_084.tif,0
tumor_069,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_069.tif,1
normal_147,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_147.tif,0
normal_101,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_101.tif,0
normal_079,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_079.tif,0
normal_012,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_012.tif,0
tumor_100,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_100.tif,1
tumor_102,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_102.tif,1
normal_007,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_007.tif,0
tumor_029,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_029.tif,1
normal_069,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_069.tif,0
tumor_049,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_049.tif,1
tumor_070,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_070.tif,1
normal_096,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_096.tif,0
tumor_021,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_021.tif,1
normal_046,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_046.tif,0
normal_004,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_004.tif,0
tumor_079,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_079.tif,1
normal_076,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_076.tif,0
normal_005,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_005.tif,0
normal_045,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_045.tif,0
normal_112,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_112.tif,0
tumor_062,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_062.tif,1
tumor_076,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_076.tif,1
normal_137,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_137.tif,0
normal_089,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_089.tif,0
tumor_039,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_039.tif,1
tumor_044,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_044.tif,1
normal_107,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_107.tif,0
tumor_035,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_035.tif,1
normal_143,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_143.tif,0
normal_091,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_091.tif,0
normal_009,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_009.tif,0
tumor_082,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_082.tif,1
normal_138,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_138.tif,0
tumor_036,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_036.tif,1
normal_074,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_074.tif,0
tumor_096,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_096.tif,1
tumor_012,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_012.tif,1
normal_099,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_099.tif,0
normal_097,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_097.tif,0
tumor_046,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_046.tif,1
normal_122,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_122.tif,0
tumor_091,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_091.tif,1
tumor_040,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_040.tif,1
normal_065,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_065.tif,0
normal_060,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_060.tif,0
tumor_004,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_004.tif,1
tumor_095,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_095.tif,1
normal_073,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_073.tif,0
tumor_056,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_056.tif,1
normal_127,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_127.tif,0
tumor_017,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_017.tif,1
normal_140,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_140.tif,0
normal_139,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_139.tif,0
normal_151,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_151.tif,0
normal_124,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_124.tif,0
tumor_022,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_022.tif,1
tumor_042,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_042.tif,1
normal_104,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_104.tif,0
normal_155,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_155.tif,0
tumor_108,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_108.tif,1
tumor_020,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_020.tif,1
normal_015,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_015.tif,0
normal_044,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_044.tif,0
normal_011,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_011.tif,0
normal_106,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_106.tif,0
normal_047,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_047.tif,0
tumor_006,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_006.tif,1
tumor_099,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_099.tif,1
normal_013,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_013.tif,0
normal_135,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_135.tif,0
normal_126,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_126.tif,0
normal_146,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_146.tif,0
normal_116,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_116.tif,0
normal_002,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_002.tif,0
tumor_023,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_023.tif,1
tumor_001,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_001.tif,1
normal_057,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_057.tif,0
normal_030,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_030.tif,0
normal_120,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_120.tif,0
normal_136,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_136.tif,0
normal_042,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_042.tif,0
tumor_060,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_060.tif,1
tumor_075,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_075.tif,1
tumor_080,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_080.tif,1
normal_150,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_150.tif,0
normal_144,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_144.tif,0
normal_123,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_123.tif,0
normal_110,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_110.tif,0
normal_023,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_023.tif,0
normal_130,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_130.tif,0
normal_119,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_119.tif,0
normal_063,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_063.tif,0
tumor_107,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_107.tif,1
tumor_009,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_009.tif,1
tumor_057,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_057.tif,1
tumor_106,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_106.tif,1
normal_088,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_088.tif,0
normal_022,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_022.tif,0
tumor_067,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_067.tif,1
tumor_033,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_033.tif,1
tumor_063,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_063.tif,1
tumor_030,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_030.tif,1
